Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
302620,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,A-319,2 to 10,6,Precautionary Landing,2010-06-20,Caused damage,2,DELTA AIR LINES,Kentucky,Take-off run,,False,False,TWO BENT FAN BLADES. BEYOND SERVICEABLE LIMITS. BOTH WERE REPLACED. PILOT THOUGHT BIRDS WERE SPARROWS. RWY SWEEP FOUND NO REMAINS.,Small,No Cloud,Unknown bird - small,Y,0,0.0,0,No
303163,Airplane,WORCESTER REGIONAL,< 1000 ft,B-737-400,2 to 10,6,Other,2010-07-10,No damage,2,XTRA AIRWAYS,Massachusetts,Landing Roll,Rain,True,False,APPROX 15-30 BARN SWALLOWS WERE SEEN IN THE AREA IMMEDIATELY AFTER THE REPORT OF A POSSIBLE STRIKE. RETPD FROM MASSPORT OPS TO USDA/WS. . NO DMG FOUND DURING INSPN. NEXT FLT DELAYED ABOUT 3 HRS.,Small,Overcast,Barn swallow,N,1540,0.0,0,Yes
304157,Airplane,MARTHAS VINEYARD,< 1000 ft,C-402,2 to 10,7,Aborted Take-off,2010-07-12,No damage,2,CAPE AIR,Massachusetts,Take-off run,,False,False,NO DMG TO A/C. CAPE AIR MX CHECKED A/C. ALL OKAY TO RETURN TO SERVICE. 1000 FT DOWN RWY 24.,Small,No Cloud,Swallows,N,0,0.0,0,No
304316,Airplane,FINDLAY ARPT,< 1000 ft,C-650,2 to 10,4,Precautionary Landing,2010-07-20,No damage,2,BUSINESS,Ohio,Climb,,True,False,NO DMG TO A/C. ENG BORESCOPED-NO DMG.,Small,No Cloud,Mourning dove,N,3080,10.0,0,No
304373,Airplane,ROGERS MUNICIPAL ARPT-CARTER FIELD,< 1000 ft,LEARJET-31,2 to 10,10,Precautionary Landing,2010-07-21,No damage,2,BUSINESS,Arkansas,Climb,,False,False,"BIRDS REPTD AS SMALL, SPARROW SIZE, SEVERAL OF THEM.",Small,No Cloud,Unknown bird - small,N,308,100.0,0,No
303692,Airplane,MEMPHIS INTL,< 1000 ft,MD-11,2 to 10,10,Other,2010-07-24,No damage,3,FEDEX EXPRESS,Tennessee,Approach,,True,True,"ID BY SMITHSONIAN. NO DMG NOTED. REJECTED LANDING, AND GO AROUND.",Small,Some Cloud,Barn swallow,N,0,40.0,0,No
303318,Airplane,SOUTH BEND REGIONAL,< 1000 ft,CL-RJ100/200,2 to 10,9,Precautionary Landing,2010-07-30,No damage,2,PINNACLE,Indiana,Take-off run,,True,False,"1 STRIKE ON WINDSHLD,  OTHER ON LE OF RT WING. BLOOD VISIBLE IN BOTH SPOTS.",Small,Overcast,Barn swallow,Y,0,0.0,0,No
303301,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,A-319,2 to 10,10,Precautionary Landing,2010-07-31,Caused damage,2,DELTA AIR LINES,Minnesota,Take-off run,,True,False,"ATIS WARNING. RETRIEVED 2 BIRDS ON RWY SHOULDERS APPRX 2,500 FT FROM 30R APCH END. RADOME HAD SML BLOTCHES OF BLOOD. SEVERAL FAN BLADES WERE REPLACED.",Small,Some Cloud,Rock pigeon,Y,0,0.0,0,No
304609,Airplane,CHERRY CAPITAL ARPT,< 1000 ft,CITATION X,2 to 10,5,Precautionary Landing,2010-08-08,No damage,2,XOJET,Michigan,Take-off run,,True,False,NO DMG. REMAINS LODGED IN NOSE-LDG GEAR BTWN TAXI LIGHTS. DIVERTED TO MKE PER COMPANY INSTRUCTIONS TO CESSNA SERVICE CENTER FOR INSPN. 2 BIRDS. HIT LWR FWD ANTENNA.,Medium,Some Cloud,Ring-billed gull,Y,0,0.0,0,No
304694,Airplane,SALT LAKE CITY INTL,> 1000 ft,EMB-145,2 to 10,10,Precautionary Landing,2010-08-10,Caused damage,2,EXPRESSJET (CONTINENTAL EXPRS),Utah,Approach,,True,True,"ID BY SMITHSONIAN, FAA 4695.MICRO, WHOLE FEATHER & DNA.  A/C WAS SLOWING FROM 280 TO 190 KIAS. WHEN THE CAPT SAW WHAT HE THOUGHT WERE GULLS. THE A/C HIT A FLOCK OF LARGE BIRDS ON APPROACH ABOUT 4NM W OF ARPT. DECLARED EMERGENCY.  ONE OF THE BIRD PENETRATE",Large,Some Cloud,American white pelican,Y,1026710,6800.0,0,No
304480,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,CL-RJ100/200,2 to 10,6,Aborted Take-off,2010-08-16,No damage,2,SKYWEST AIRLINES,Minnesota,Take-off run,,True,False,"HIT HORIZONTAL STABILIZER, BELOW F/O WINDSHLD AND #1 ENG COWLING.",Small,Some Cloud,Rock pigeon,Y,0,0.0,0,No
305486,Airplane,NORTH CENTRAL WEST VIRGINIA ARPT,< 1000 ft,BE-300 KING,2 to 10,3,Aborted Take-off,2010-08-17,No damage,2,BUSINESS,West Virginia,Take-off run,,False,False,KILLDEER? NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,0.0,0,No
305813,Airplane,DAYTONA BEACH INTL,< 1000 ft,CL-RJ700,2 to 10,8,Other,2010-08-22,No damage,2,ATLANTIC SOUTHEAST,Florida,Landing Roll,,True,True,ID BY SMITHSONIAN. FAA 4785. WHOLE FEATHER. TWO SMALL BIRDS STRUCK OUTBOARD SECTION OF RT WING DURING L/R. A/C HAD TO DELAY OUTBOUND FLT FOR INSPN BY MX.,Small,No Cloud,Barn swallow,N,308,0.0,0,No
304716,Airplane,ROCHESTER INTL,< 1000 ft,CL-RJ100/200,2 to 10,5,Aborted Take-off,2010-08-25,No damage,2,PINNACLE,Minnesota,Take-off run,,True,False,BIRDS REPTD AS BUNTINGS/SWALLOWS,Small,No Cloud,Unknown bird - small,N,0,0.0,0,No
304734,Airplane,KONGIGANAK ARPT,< 1000 ft,C-207 SKYWAG,2 to 10,9,Aborted Take-off,2010-08-27,No damage,1,BUSINESS,Alaska,Take-off run,,True,False,2 CARCASSES. NO DMG TO A/C.,Medium,Some Cloud,Gulls,Y,0,0.0,0,No
305964,Airplane,WESTERLY STATE ARPT,< 1000 ft,CIRRUS SR 20/22,2 to 10,3,Precautionary Landing,2010-08-29,Caused damage,1,BUSINESS,Rhode Island,Landing Roll,,True,False,HAVING JUST DROPPED THE NOSE WE SAW THREE OSPREYS. THEY HAD COME DOWN FROM THEIR PERCH TO THE RWY. TWO BIRDS HIT. THE ONE ON THE LT WAS HIT BY THE WING AND BOUNCED OFF WITH A BROKEN WING. THE ONE ON THE RIGHT WAS CLIPPED BY DESCENDING BLADE OF PROP. BOTH,Large,No Cloud,Osprey,N,616,0.0,0,No
306896,Airplane,SALT LAKE CITY INTL,< 1000 ft,A-319,2 to 10,5,Other,2010-09-02,Caused damage,2,DELTA AIR LINES,Utah,Take-off run,,True,True,"MULTIPLE SPECIES. ID BY SMITHSONIAN. FAA 4841. DNA   (BRAZILIAN FREE-TAILED BAT. SAMPLE FROM FROM A/C WING). MALLARD WAS INGESTED #1 ENG. UNKNOWN ""BIRD"" HIT RT WING LE. SAMPLE COLLECTED (THIS WAS THE BRAZILIAN FREE-TAILED BAT).",Medium,No Cloud,Mallard,Y,0,0.0,0,No
306087,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,EMB-145,2 to 10,8,Aborted Take-off,2010-09-03,No damage,2,TRANS STATES AIRLINES,Missouri,Take-off run,,True,False,"APPEARS TO BE 3 STRIKE. 1 ABOVE RADOME, BY ICE DETECTOR AND MAIN GEAR. NO DMG. REPORT OF BIRD MATTER IN #1 ENG. ONLY COSTS WOULD HAVE BEEN LABOR FOR BIRDSTRIKE INSPN AND THE HIGH ENERGY STOP INSPN FOR ABORTED T/O. 18 MAN HRS SPENT.",Small,Some Cloud,Mourning dove,Y,2218,0.0,0,No
307074,Airplane,ERNEST A LOVE FIELD,< 1000 ft,C-560,2 to 10,9,Other,2010-09-09,No damage,2,BUSINESS,Arizona,Landing Roll,,False,False,SPARROW TYPE.,Small,No Cloud,Unknown bird - small,N,0,0.0,0,No
307484,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,EMB-145,2 to 10,10,Other,2010-10-07,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,,True,True,ID BY SMITHSONIAN. BIRDSTRIKE AFFECTED ENG #2 AND WING WERE STRUCK. BLOOD AND A COUPLE OF SHALLOW DENTS ON WING. MX SAID THAT THE DENTS MAY NOT HAVE BEEN CAUSED BY THE STRIKE.  TOWER HAD BEEN NOTIFYING PILOTS OF INCREASED MOVEMENT OF GEESE ON OCT 7 & 8. V,Large,No Cloud,Canada goose,Y,0,5000.0,0,No
308360,Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-400,2 to 10,7,Precautionary Landing,2010-10-14,No damage,2,US AIRWAYS,Pennsylvania,Climb,Rain,False,False,ON T/O. A/C STRUCK FLOCK OF BIRDS AND EXECUTED PRECAUTIONARY LANDING W/O INCIDENT.,Small,Some Cloud,Unknown bird - small,N,0,10.0,0,Yes
308345,Airplane,RAPID CITY REGIONAL,< 1000 ft,BE-36,2 to 10,2,Precautionary Landing,2010-10-14,Caused damage,1,PRIVATELY OWNED,South Dakota,Take-off run,,True,False,THREE HUNGARIAN PARTRIDGE. PILOT RETURNED TO KRAP AND INSPECTED A/C. FOUND HEADLIGHT BROKEN BY BIRDS. DMG NOTATED. NO EFFECT ON FLT AND ELECTED TO CONT TRIP. BTWN FEEDERS A4 AND A3.,Small,No Cloud,Gray partridge,Y,0,0.0,0,No
308072,Airplane,PHILADELPHIA INTL,< 1000 ft,EMB-145,2 to 10,3,Precautionary Landing,2010-10-18,No damage,2,CHAUTAUQUA AIRLINES,Pennsylvania,Climb,,False,False,VERY LITTLE BIRD FOUND IN ENG. RETURNED TO KPHL FOR PRECAUTION. 1.5 HRS OUT OF SERVICE.,Medium,No Cloud,Unknown bird - medium,Y,0,1000.0,0,No
307449,Airplane,PALESTINE MUNICIPAL ARPT,> 1000 ft,BE-100 KING,2 to 10,6,Precautionary Landing,2010-10-18,Caused damage,2,GOVERNMENT,Texas,Descent,,True,True,"ID BY SMITHSONIAN, FAA 5206, DNA AND MICRO. 7 SAMPLES ALL SAME SPECIES. PILOT REPORTED HE WAS DESCENDING THRU ABOUT 4,000 FEET IN IMC WHEN HE SAW A BLACK FLASH AND HEARD AND FELT A TREMENDOUS THUD. AFTER ASSESSING THE DAMAGE, THE FLT CREW DECIDED TO RETUR",Large,Some Cloud,American white pelican,N,202468,4000.0,0,No
307703,Airplane,WILL ROGERS WORLD ARPT,> 1000 ft,B-737-500,2 to 10,7,Precautionary Landing,2010-10-27,No damage,2,SOUTHWEST AIRLINES,Oklahoma,Climb,,False,False,MEDIUM SIZED BLACK BIRDS. CONTRACT MX INSPN OF A/C AND ENGINE. NO DMG. BORESCOPED REQUIRED WITHIN 10 CYCLES.,Medium,No Cloud,Unknown bird - medium,N,1027,1100.0,0,Yes
307520,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,2 to 10,8,Other,2010-10-28,Caused damage,2,JETBLUE AIRWAYS,New York,Climb,,True,False,PILOTS SAW ABOUT 5 LARGE BIRDS IN FLT PATH IMMEDIATELY AFTER T/O AND TOOK ACTION TO CLIMB ABOVE THEM. NO STRIKE WAS HEARD OR FELT. PILOTS REPTD BIRD ACTIVITY TO TWR. TWR REPTD BIRD REMAINS FOUND ON RWY. PILOTS INDICATED NO PROBLEMS NOTED AND CONTD FLT. UP,Large,No Cloud,Mute swan,N,0,200.0,0,No
308817,Airplane,GROTON-NEW LONDON AR,< 1000 ft,GULFSTRM 200,2 to 10,4,Precautionary Landing,2010-11-08,No damage,2,BUSINESS,Connecticut,Climb,Rain,True,True,ID BY SMITHSONIAN. A/C HIT APPROX 10 SNOW BUNTINGS ON T/O. RETURNED TO ARPT FOR A/C INSPN.,Small,Overcast,Snow bunting,Y,0,3.0,0,No
308564,Airplane,TAMPA INTL,< 1000 ft,B-737-300,2 to 10,6,Precautionary Landing,2010-11-08,Caused damage,2,CAYMAN AIRWAYS,Florida,Climb,,False,False,STRUCK RADOME AND INGESTED INTO #2 ENG. PILOT DECLARED EMERGENCY AND RETURNED TO TPA. 2 PIGEONS FOUND ON THE 36L SHOULDER. FLT WAS CANCELLED. PAX WERE REROUTED THRU MIAMI TO CONNECT WITH ANOTHER FLT TO GRAND CAYMAN.,Small,No Cloud,Rock pigeon,Y,0,650.0,0,Yes
308507,Airplane,LAGUARDIA NY,< 1000 ft,A-320,2 to 10,8,Other,2010-11-10,Caused damage,2,DELTA AIR LINES,New York,Approach,,True,True,"ID BY SMITHSONIAN. ALL 3 SAMPLES WERE SAME SPECIES. DURING LDG FLARE WE SAW A BIRD HIT CAPT'S WINDSCREEN. LRG SMEAR LEFT ON WINDOW. AT GATE, MX REPTD MULTIPLE STRIKES ON WING & BOTH ENGINES. PILOTS DID NOT SEE MULTIPLE BIRDS. REMAINS COLLECTED FROM ALL 3",Small,Some Cloud,Horned lark,Y,66736,5.0,0,No
308513,Airplane,PHILADELPHIA INTL,> 1000 ft,A-320,2 to 10,8,Precautionary Landing,2010-11-11,Caused damage,2,US AIRWAYS,Pennsylvania,Climb,,False,False,"SAW 6-8 GEESE IN JUST AN INSTANT BEFORE THEY APPEARED TO GO BELOW THE RT SIDE OF A/C NOSE. THOUGHT WE WOULD PASS ABOVE THEM. HEAR A ""POP"" FOLLOWED BY VIBRATION AND A HIGH WHINE. ONCE POWER WAS REDUCED VIBRATION WAS AT A SAFE LEVEL. BIRD WAS INGESTED IN RT",Large,No Cloud,Canada goose,N,0,1500.0,0,No
308859,Airplane,MARTHAS VINEYARD,< 1000 ft,C-402,2 to 10,7,Aborted Take-off,2010-11-12,No damage,2,CAPE AIR,Massachusetts,Take-off run,,False,False,NO DMG.,Small,No Cloud,Unknown bird - small,N,0,0.0,0,No
308586,Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,EMB-170,2 to 10,10,Precautionary Landing,2010-11-15,Caused damage,2,COMPASS AIRLINES,Minnesota,Climb,,True,True,"ID BY SMITHSONIAN. OPS TOOK PHOTOS OF DMG. DMG TO RADOME AND COMPONENTS INSIDE, INCLUDING FWD PRESSURE BULKHEAD. DMG ALSO FOUND IN LEFT ENG COMPRESSOR. STRIKE EVIDENCE ON ROOT OF LEFT WING, DMG TO AT LEAST TWO FIRST STAGE FAN BLADES OF #1 ENG. LRG AMT OF",Large,Some Cloud,Snow goose,Y,0,4000.0,0,No
308603,Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,A-320,2 to 10,10,Precautionary Landing,2010-11-19,No damage,2,DELTA AIR LINES,Minnesota,Climb,,True,True,"ID BY SMITHSONIAN, ATIS WARNING. NO SIGN OF A BIRDSTRIKE UPON INSPN. A/C RETD SAFELY AFTER IT HIT BIRDS SHORTLY AFTER T/O. ACCORDING TO PILOT'S STATEMENT ONE WING MAY HAVE SUFFERED STRUCTURAL IMPACT DAMAGE. BIRDS FIRST REPTD AS GEESE.",Medium,No Cloud,Mallard,Y,0,1500.0,0,No
309151,Airplane,SALT LAKE CITY INTL,< 1000 ft,A-320,2 to 10,8,Precautionary Landing,2010-11-24,No damage,2,DELTA AIR LINES,Utah,Climb,Snow,True,True,ID BY SMITHSONIAN. A/C INGESTED BIRD IN #1 ENG VIBRATION OUT OF SPECS FOR ENG. A/C RETURNED W/O INCIDENT AND EQUIPMENT CHANGED OUT. LOCATION REPTD AS 1 MILE N OF ARPT.,Medium,Overcast,Gadwall,Y,0,300.0,0,No
309261,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,B-737-400,2 to 10,5,Precautionary Landing,2010-12-08,Caused damage,2,US AIRWAYS,Florida,Climb,,True,True,ID BY SMITHSONIAN. BOTH SETS OF REMAINS SAME SPECIES. PILOT  REPTD SEEING 2 BIRDS IN HIS PATH & FELT A VIBRATION IN THE RT ENG. THE GENERATOR WAS MALFUNCTIONING. A PAX REPTD SEEING A FIREBALL AND SMELLING SOMETHING BURNING.  EMERGENCY LDG. #2 ENG WAS SEVE,Large,No Cloud,Turkey vulture,Y,2104756,1200.0,0,Yes
309200,Airplane,KANSAS CITY INTL,< 1000 ft,A-320,2 to 10,9,Other,2010-12-21,Caused damage,2,DELTA AIR LINES,Missouri,Approach,,True,True,ID BY SMITHSONIAN. BOTH SAMPLES SAME SPECIES. PILOTS REPTD BIRDSTRIKE ON APCH TO RWY 1R 3 MILES UT AT 1000 AGL. OPS TOOK SAMPLE FOR ID. INGESTED BIRDS IN BOTH ENGS. 1 ENG HAD 1 BENT TURBINE BLADE. TWO BLADES WERE REPLACED. SML DENT ON RT FLAP OF WING.,Medium,No Cloud,Mallard,Y,0,1000.0,0,No
309212,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-500,2 to 10,10,Other,2010-12-25,Caused damage,2,SOUTHWEST AIRLINES,Illinois,Approach,Snow,False,False,"ATIS WARNING. FLT 44 ADVISED OF BIRDSTRIKE IN ONE ENG, POSSIBLY STARBOARD ON LDG ROLL. WHEN A/C EXITED THE RWY PILOT ADVISED OF POSSIBLE SMOKE IN ENG. NONE OBSVD BY TWR. A/C TAXIED TO GATE. LOCATION OF STRIKE REPTD AS 1/4 MILES FROM END OF RWY 4R. (DATA E",Large,Some Cloud,Canada goose,Y,0,200.0,0,Yes
309660,Airplane,KODIAK AIRPORT,< 1000 ft,LOCKHEED C-130,2 to 10,4,Precautionary Landing,2011-01-07,No damage,4,GOVERNMENT,Alaska,Take-off run,,False,False,PILOT INDICATED HE DID NOT SEE ANY OBVIOUS DMG.,Small,No Cloud,McKay's bunting,Y,0,0.0,0,No
309667,Airplane,SACRAMENTO INTL,> 1000 ft,DC-10-30,2 to 10,7,Precautionary Landing,2011-01-07,Caused damage,3,FEDEX EXPRESS,California,Climb,,True,True,"ID BY SMITHSONIAN. EMERGENCY WAS DELCARED AND A/C WAS DIVERTED TO OAK. #3 ENG WAS DAMAGED AND REMOVED. NOSE COWL, BOTH THRUST REVERSERS AND RADOME WERE DAMAGED. ESTIMATED COST OF REPLACEMENTS AND REPAIRS WAS $3,228,053. PHOTOS.",Large,Overcast,Greater white-fronted goose,Y,3228053,2000.0,0,Yes
309905,Airplane,MEMPHIS INTL,< 1000 ft,CL-RJ100/200,2 to 10,7,Precautionary Landing,2011-01-11,Caused damage,2,ATLANTIC SOUTHEAST,Tennessee,Climb,,True,True,"ID BY SMITHSONIAN. THREE POTENTIAL BIRDS STRUCK, ONE BEING INGESTED. REMAINS OF TWO MALE PINTAILS RECVRD BY ARPT OPS. SNARGE COLLECTED FROM ENG FOR VERIFICATION OR SPECIES. FOUR FAN BLADES REPLACED. SUBSTANTIAL OUT OF SERV TIME DUE TO PARTS NOT IMMEDIATEL",Medium,Some Cloud,Northern pintail,Y,0,1000.0,0,No
309677,Airplane,SACRAMENTO INTL,> 1000 ft,B-737-700,2 to 10,4,Precautionary Landing,2011-01-12,Caused damage,2,ALASKA AIRLINES,California,Climb,,True,True,"ID BY SMITHSONIAN. DURING INITIAL CLIMB, FELT A SMALL BUMP IN THE AIRFRAME. WE DISCUSSED THE POSSIBILITY OF A BIRDSTRIKE OR SOMETHING IN THE GALLEY. NO UNUSUAL ENG OR SYSTEM INDICATIONS TO WE CONTD TO CLIMB. SEVERAL MINUTES LATER WE SMELLED AN UNUSUAL ODO",Medium,No Cloud,Northern pintail,Y,0,2000.0,0,Yes
309806,Airplane,LAURENCE G HANSCOM,< 1000 ft,CL-601/604,2 to 10,5,Other,2011-01-16,No damage,2,BUSINESS,Massachusetts,Approach,,True,True,"ID BY SMITHSONIAN. GO AROUND, RETURNED FOR NORMAL LANDING. NO DMG. MASSPORT (ARPT AUTH) COLLECTED ONE OF THE DUCKS.",Medium,No Cloud,Mallard,N,0,90.0,0,No
309931,Airplane,SACRAMENTO INTL,> 1000 ft,EMB-120,2 to 10,4,Precautionary Landing,2011-01-22,No damage,2,SKYWEST AIRLINES,California,Climb,,True,True,"ID BY SMITHSONIAN. NO DMG TO A/C. A/C DEPARTED AGAIN SHORTLY AFTER INSPN. TWO SAMPLES RECVD, NOSE AND LT WING, BOTH PINTAIL. LOCATION REPTD AS 4 MILES NW KSMF.",Medium,No Cloud,Northern pintail,Y,0,1400.0,0,No
310407,Airplane,NEW ORLEANS INTL,> 1000 ft,CITATION X,2 to 10,5,Precautionary Landing,2011-02-20,No damage,2,BUSINESS,Louisiana,Climb,,False,False,CAPT STATED HE STRUCK A FLT OF 5 GRAY PIGEONS 4 MILES OFF DEPT END OF RWY 28 AT 2000 FT. PILOT RETURNED TO KMSY TO HAVE AFT INSPECTED BY MX. PIGEONS IMPACTED PITOT TUBE AND SMEAR OBSERVED TO WHERE LT WING MEETS FUSELAGE.,Small,No Cloud,Rock pigeon,Y,0,2000.0,0,No
310404,Airplane,MC CLELLAN AIRFIELD,< 1000 ft,LOCKHEED C-130,2 to 10,4,Aborted Take-off,2011-02-24,No damage,4,GOVERNMENT,California,Take-off run,Rain,False,False,STRUCK BIRDS ON T/O ROLL. ABORTED T/O. MX INSPN REVEALED NO DMG.,Small,Overcast,Unknown bird - small,N,0,0.0,0,No
310143,Airplane,PURDUE UNIV ARPT,< 1000 ft,PA-28,2 to 10,9,Precautionary Landing,2011-02-25,No damage,1,BUSINESS,Indiana,Climb,,False,False,"SMALL FLOCK OF SMALL BIRDS. PILOT ADVISED THERE APPEARED TO BE NO DMG TO PLANE, JUST BLOOD AND GUTS ON UNDERSIDE OF THE WINGS AND ON THE TAIL.",Small,No Cloud,Unknown bird - small,Y,0,400.0,0,No
309979,Airplane,RONALD REAGAN WASHINGTON NATL,> 1000 ft,B-737-800,2 to 10,7,Precautionary Landing,2011-02-28,Caused damage,2,CONTINENTAL AIRLINES,DC,Climb,,True,True,ID BY SMITHSONIAN. PILOT REPTD BIRDSTRIKE ON T/O FROM RWY 19 AT APPROX 1200' OVER POTOMAC RIVER. A/C DIVERTED TO IAD DUE TO A POSSIBLE ENG SHUTDOWN. USDA COLLECTED SNARGE FROM #1 ENG AND PHOTOS. FLT WAS CANCELLED. PAX WERE BOOKED ON OTHER FLTS. ENG MANU C,Large,Some Cloud,Canada goose,Y,793776,1200.0,0,Yes
310293,Airplane,ORLANDO INTL,< 1000 ft,B-737-700,2 to 10,8,Precautionary Landing,2011-03-05,No damage,2,SOUTHWEST AIRLINES,Florida,Climb,,False,False,REPORTS DIFFER ON DMG. CONFIRMED WITH AIRLINE THAT THERE WAS NO DAMAGE. BIRDS REPTD AS SUSPECTED WATERFOWL (DUCKS OR GEESE). ARPT BIOL COULD NOT CONFIRM BUT SAID GEESE ARE UNLIKELY BUT THERE WERE SEVERAL THOUSAND RING-NECKED DUCK AND RING BILLED GULLS IN,Medium,Some Cloud,Unknown bird - medium,Y,0,400.0,0,Yes
310981,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-700,2 to 10,2,Other,2011-04-19,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,,False,False,BIRDS INGESTED INTO #1 ENG. MULTIPLE BIRD PARTS STUCK TO BOTTOM OF #1 ENG STATOR VANES. REPLACEMENT A/C USED TO COMPLETE THE FOLLOWING FLIGHT. MX FOUND NO DMG.,Small,Overcast,Rock pigeon,N,8500,80.0,0,Yes
310980,Airplane,SACRAMENTO INTL,> 1000 ft,A-320,2 to 10,4,Other,2011-04-19,No damage,2,JETBLUE AIRWAYS,California,Approach,,True,True,"ID BY SMITHSONIAN. SAMPLE IDENTIFIED WAS TAKEN FROM THE FUSELAGE, NOT THE ENG. PILOT SAW A LARGE BIRD IN THE DARK BEFORE HEARING A BANG TOWARD THE ENGINE. A/C LANDED W/O INCIDENT. NO DMG. REMAINS FOUND IN ENG.A/C WAS FULLY INSPECTED, ENG WAS DISASSEMBLED",Small,Some Cloud,White-crowned sparrow,Y,0,3000.0,0,No
311627,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,A-321,2 to 10,9,Other,2011-05-01,No damage,2,AIR CANADA,Florida,Approach,,True,False,HIT 2 DUCKS JUST BEFORE T/D ABOUT 40' OVER RWY. REMAINS IN ENG AND ON L MAIN GEAR. NO DMG. DEPARTURE DELAYED 55 MINUTES. RWY 9L WAS CLOSED FOR 21 MINS FOR CLEAN UP.,Medium,Some Cloud,Mottled duck,Y,0,45.0,0,No
311664,Airplane,SACRAMENTO INTL,< 1000 ft,A-320,2 to 10,8,Other,2011-05-04,Caused damage,2,JETBLUE AIRWAYS,California,Approach,,True,True,ID BY SMITHSONIAN. ON SHORT FINAL ROUGHLY 300' AGL WE ENCOUNTERED FLOCK OF LRG BIRD WHICH APPEARED TO BE EGRETS OR GEESE. ABOUT 5-10 BIRDS IN CLOSE VICINITY.  WE HIT THE BIRDS AT AROUND 300 FT AT ABOUT 150 KIAS ON FINAL. FOUND DENT IN FRONT LEFT FUSELAGE,Medium,No Cloud,White-faced ibis,Y,0,300.0,0,No
311684,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-82,2 to 10,9,Precautionary Landing,2011-05-08,No damage,2,AMERICAN AIRLINES,Texas,Take-off run,,False,False,"MOMENTARY ENG SURGE. STRONG, FOUL ODOR THRUOUT CABIN. RETD TO LANDING, DELCARED EMERGENCY AND LANDED UNEVENTFULLY BUT OVERWT.  ARPT OPS WAS NOT NOTIFIED. AIRLINE REPTD NO SNARGE WAS COLLECTED AND NO DMG FOUND.",Medium,No Cloud,Unknown bird - medium,Y,0,0.0,0,No
311647,Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,MD-82,2 to 10,5,Precautionary Landing,2011-05-11,No damage,2,AMERICAN AIRLINES,Texas,Climb,,True,True,"ID BY SMITHSONIAN.WHILE PASSING 1800' AGL ENCOUNTERED A FLOCK OF SML BIRDS. MULTIPLE STRIKES TO NOSE, WINDSCREEN, INGESTION INTO #1 ENG AND REPORT OF FOUL ODOR. FLT DECLARED AN EMERGENCY WITH ATC AND RETD TO DFW W/O INCIDENT. A/C WAS OUT OF SERVICE 18.7 H",Small,Overcast,Cedar waxwing,Y,0,1800.0,0,No
313008,Airplane,SALT LAKE CITY INTL,< 1000 ft,A-319,2 to 10,9,Precautionary Landing,2011-06-03,No damage,2,DELTA AIR LINES,Utah,Climb,,True,False,SLC ATCT RECVD REPT OF BIRDSTRIKE ON DAL ON DEPT. A/C RETURNED TO ARPT AS PRECAUTION. AFTER SPEAKING WITH PILOT IT WAS HIS BELIEF IT HAPPENED OVER THE RWY AT APPROX THE 5000 REM MARKER. INSPN OF RWY 16L AND REMAINS OF 2 MALLARD DUCKS LOCATED. A/C INSPECTE,Medium,Some Cloud,Mallard,Y,0,30.0,0,No
312792,Airplane,DENVER INTL AIRPORT,< 1000 ft,A-319,2 to 10,5,Precautionary Landing,2011-06-06,Caused damage,2,FRONTIER AIRLINES,Colorado,Take-off run,,True,False,"ATIS WARNING. SPOKE TO DIR OF OPS AND POI. REMVD THREE MOURNING DOVES FROM  RWY AND #2 ENG. FOUR FAN BLADES DMGED NO 2 ENG TOTAL 8 BLADES REPLACED. STRUCK ON ROTATION, RETURNED TO ARPT.",Small,No Cloud,Mourning dove,N,156000,0.0,0,No
